airline_code,airline_name,website,airline_name_zh
O5,Comores Aviation International,none,Comores Aviation International
PS,Ukraine International Airlines,none,太平洋西南航空
Q0,Quebecair Express,none,Quebecair Express
Q1,Sqiva Sistem,none,Sqiva Sistem
Q5,Forty Mile Air,none,Forty Mile Air
QJ,Latpass Airlines,none,Latpass Airlines
QN,Skytrans Regional,none,亞美尼亞航空 (2003年)
QY,European Air Transport,none,歐洲航空運輸
R4,Real Tonga,none,Real Tonga
R8,Kyrgyzstan Airlines,none,國營吉爾吉斯航空
RN,Rayani Air,none,清真航空
T2,Fly Art,none,泰國貨運航空
U1,Videcom International,none,Videcom International
V1,IBS Software Services Americas,none,IBS Software Services Americas
W1,WorldTicket,none,WorldTicket
X1,Hahn Air Technologies,none,Hahn Air Technologies
X6,Airlines Reporting Corp,none,Airlines Reporting Corp
XB,IATA,none,IATA
XD,Scheduled Airlines Traffic Offices,none,Scheduled Airlines Traffic Offices
XS,SITA,none,SITA
Y0,Yellow Airtaxi,none,Yellow Airtaxi
Y1,Travel Technology Interactive,none,Travel Technology Interactive
Y3,Gryphon Airlines,none,Gryphon Airlines
YA,Nego Airline One,none,Nego Airline One
YH,Yangon Airways,none,西加勒比航空
Z5,GMG Airlines,none,GMG Airlines
ZJ,Zambezi Airlines,none,Zambezi Airlines
ZZ,Airline Service,none,Airline Service
_0B,Blue Air,none,Blue Air
_0C,Catovair,none,Catovair
_0J,Premium Jet AG,none,Premium Jet AG
_0O,STA Travel,none,STA Travel
_0P,Palau Pacific Airways,none,Palau Pacific Airways
_0V,Vietnam Air Services Company,none,Vietnam Air Services Company
_0W,W Caribbean Costa Rica,none,W Caribbean Costa Rica
_1A,Amadeus,none,Amadeus
_1B,Abacus,none,Abacus
_1C,EDS Information Business,none,EDS Information Business
_1D,Raddix Solutions,none,Raddix Solutions
_1E,Travelsky Technology,none,Travelsky Technology
_1F,Infini Travel Information,none,Infini Travel Information
_1G,Travelport Galileo,none,Travelport Galileo
_1H,Sirena Travel,none,Sirena Travel
_1I,Netjets Aviation,none,Netjets Aviation
_1J,Axess International,none,Axess International
_1K,Sutra,none,Sutra
_1L,Navitaire Open Skies,none,Navitaire Open Skies
_1M,Sirena Jsc,none,Sirena Jsc
_1N,Navitaire New Skies,none,Navitaire New Skies
_1O,Phoenix Systems Dertours,none,Phoenix Systems Dertours
_1P,Travelport Worldspan,none,Travelport Worldspan
_1Q,Joint Stock Company Ital,none,Joint Stock Company Ital
_1R,Bird Information Systems,none,Bird Information Systems
_1S,Sabre,none,Sabre
_1T,East Line,none,東線
_1U,ITA Software,none,ITA Software
_1V,Galileo International,none,Galileo International
_1W,Sabre,none,Sabre
_1X,Branson Air Express,none,Branson Air Express
_1Y,Electronic Data Systems (EDS),none,Electronic Data Systems (EDS)
_1Z,Fantasia Info Network,none,Fantasia Info Network
_2A,Deutsche Bahn,none,Deutsche Bahn
_2B,Albawings,none,Albawings
_2C,SNCF,none,SNCF
_2D,"Eastern Airlines, LLC",none,"Eastern Airlines, LLC"
_2E,Smokey Bay Air,none,Smokey Bay Air
_2F,Fair Aviation,none,Fair Aviation
_2G,Angara Airlines,none,Angara Airlines
_2H,Thalys,none,Thalys
_2I,Star Perú,none,Star Perú
_2J,Air Burkina,none,Air Burkina
_2K,Aerolineas Galapagos,none,Aerolineas Galapagos
_2L,Helvetic Airways,none,Helvetic Airways
_2M,Maya Island Air,none,Maya Island Air
_2N,Nextjet,none,Nextjet
_2O,Redemption,none,Redemption
_2P,PAL Express,none,PAL Express
_2Q,Air Cargo Carriers,none,Air Cargo Carriers
_2R,VIA Rail Canada,none,VIA Rail Canada
_2S,Air Carnival,none,Air Carnival
_2T,Timbis Air,none,Timbis Air
_2U,Ero Sun d'Or,none,Ero Sun d'Or
_2V,Amtrak,none,Amtrak
_2W,"World 2 Fly, S.L",none,"World 2 Fly, S.L"
_2Z,Passaredo Transportes,none,Passaredo Transportes
_3A,Chu Kong Passenger Transport,none,Chu Kong Passenger Transport
_3B,Job Air,none,Job Air
_3C,Air Chathams,none,Air Chathams
_3D,Dokasch,none,Dokasch
_3E,Multi Aero,none,Multi Aero
_3F,FlyOne Armenia,none,FlyOne Armenia
_3G,AsiaCargo Express,none,AsiaCargo Express
_3H,Air Inuit,none,Air Inuit
_3I,Pison Airways Ltd,none,Pison Airways Ltd
_3J,Jubba Airways Kenya,none,Jubba Airways Kenya
_3K,Jetstar Asia Airways,none,Jetstar Asia Airways
_3L,Air Arabia Abu Dhabi,none,Air Arabia Abu Dhabi
_3M,Silver Airways,none,Silver Airways
_3N,Air Urga,none,Air Urga
_3O,Air Arabia Maroc,none,Air Arabia Maroc
_3P,World 2 Fly Portugal,none,World 2 Fly Portugal
_3Q,Carib Aviation Limited,none,Carib Aviation Limited
_3R,Divi Divi Air,none,Divi Divi Air
_3S,Air Antilles Express,none,Air Antilles Express
_3T,Tarco Air,none,Tarco Air
_3U,Sichuan Airlines,none,Sichuan Airlines
_3V,Tnt Airways,none,Tnt Airways
_3W,Malawian Airlines,none,Malawian Airlines
_3X,Premier Trans Aire,none,Premier Trans Aire
_3Z,Travel Service Polska,none,Travel Service Polska
_4A,Aero Transporte,none,Aero Transporte
_4B,Aviastar TU,none,Aviastar TU
_4C,LATAM Colombia,none,LATAM Colombia
_4D,Air Sinai,none,Air Sinai
_4E,Tanana Air Service,none,Tanana Air Service
_4F,Freedom Airline Express,none,Freedom Airline Express
_4G,Gazpromavia,none,Gazpromavia
_4H,United Airways Bangladesh,none,United Airways Bangladesh
_4I,Ihy Izmir Havayollari,none,Ihy Izmir Havayollari
_4J,Flydamas Airlines,none,Flydamas Airlines
_4K,Air Askari Aviation,none,Air Askari Aviation
_4L,Palau National Airlines,none,Palau National Airlines
_4M,LATAM Argentina,none,LATAM Argentina
_4N,Air North,none,Air North
_4O,Interjet,none,Interjet
_4P,Travel Air,none,Travel Air
_4Q,Safi Airways,none,Safi Airways
_4R,Star East Airline,none,Star East Airline
_4S,Star Airways,none,Star Airways
_4T,Belair Airlines,none,Belair Airlines
_4U,Germanwings,none,Germanwings
_4V,Lacbravo,none,Lacbravo
_4W,Warbelows Air Ventures,none,Warbelows Air Ventures
_4X,Atlantic Express Airline,none,Atlantic Express Airline
_4Y,Discover Airlines,none,Discover Airlines
_4Z,Airlink,none,Airlink
_5B,Bassaka Air,none,Bassaka Air
_5C,Challenge Aero,none,Challenge Aero
_5D,Aeroméxico Connect,none,Aeroméxico Connect
_5E,Aero,none,Aero
_5F,Fly One,none,Fly One
_5H,Five Fourty Aviation,none,Five Fourty Aviation
_5I,ALSA,none,ALSA
_5J,Cebu Pacific,none,Cebu Pacific
_5K,Hi Fly,none,Hi Fly
_5L,Fly Salone,none,Fly Salone
_5M,Montserrat Airways,none,Montserrat Airways
_5N,Jsc Nordavia,none,Jsc Nordavia
_5O,ASL Airlines France,none,ASL Airlines France
_5P,PAL Airlines,none,PAL Airlines
_5R,RUTACA Airlines,none,RUTACA Airlines
_5S,Servicios Aereos Profesionales,none,Servicios Aereos Profesionales
_5T,Canadian North,none,Canadian North
_5U,Transportes Aéreos Guatemaltecos,none,Transportes Aéreos Guatemaltecos
_5V,Everts,none,Everts
_5W,WESTBahn,none,WESTBahn
_5X,UPS Airlines,none,UPS Airlines
_5Y,Atlas Air,none,Atlas Air
_5Z,CemAir,none,CemAir
_6A,Armenia Airways,none,Armenia Airways
_6B,Tuifly Nordic,none,Tuifly Nordic
_6C,Air Timor,none,Air Timor
_6D,Travel Service Slovensko,none,Travel Service Slovensko
_6E,IndiGo,none,IndiGo
_6F,Primera Air Nordic,none,Primera Air Nordic
_6G,Executive Express Aviation,none,Executive Express Aviation
_6H,Israir Airlines,none,Israir Airlines
_6I,Air Alsie,none,Air Alsie
_6J,Solaseed Air,none,Solaseed Air
_6K,Songbird Airways,none,Songbird Airways
_6L,Aklak Air,none,Aklak Air
_6M,Air Minas Linhas Aereas,none,Air Minas Linhas Aereas
_6N,Niger Airlines,none,Niger Airlines
_6O,Orbest,none,Orbest
_6Q,Cham Wings Airlines,none,Cham Wings Airlines
_6R,ALROSA,none,ALROSA
_6S,Saudi Gulf Airlines,none,Saudi Gulf Airlines
_6T,Air Mandalay,none,Air Mandalay
_6V,Avanza,none,Avanza
_6W,Saratov Airlines,none,Saratov Airlines
_6Y,SmartLynx Airlines,none,SmartLynx Airlines
_6Z,Eurasia Air,none,Eurasia Air
_7A,Express Air Cargo,none,Express Air Cargo
_7B,Fly Blue Crane,none,Fly Blue Crane
_7C,Jeju Air,none,Jeju Air
_7D,MGC Aviation,none,MGC Aviation
_7E,Sylt Air,none,Sylt Air
_7F,First Air,none,First Air
_7G,StarFlyer,none,StarFlyer
_7H,Ravn Alaska,none,Ravn Alaska
_7I,Insel Air International,none,Insel Air International
_7J,Tajik Air,none,Tajik Air
_7K,Kogalymavia Airlines,none,Kogalymavia Airlines
_7L,Aero Caribbean,none,Aero Caribbean
_7M,Mayair,none,Mayair
_7N,PAWA Dominicana,none,PAWA Dominicana
_7O,Travel Service Hungary,none,Travel Service Hungary
_7P,Air Panama,none,Air Panama
_7Q,Elite Airways,none,Elite Airways
_7R,RusLine,none,RusLine
_7S,Ryan Air Services,none,Ryan Air Services
_7T,Trenitalia,none,Trenitalia
_7U,Alpha Air Transport,none,Alpha Air Transport
_7V,Federal Airlines,none,Federal Airlines
_7W,Wind Rose Aviation,none,Wind Rose Aviation
_7Y,Mann Yadanarpon Airlines,none,Mann Yadanarpon Airlines
_7Z,Halcyon Air Cabo Verde,none,Halcyon Air Cabo Verde
_8A,Panama Airways,none,Panama Airways
_8B,TransNusa Air Services,none,TransNusa Air Services
_8C,Air Transport International,none,Air Transport International
_8D,FitsAir,none,FitsAir
_8E,Bering Air,none,Bering Air
_8F,STP Airways,none,STP Airways
_8G,Mid Africa Aviation,none,Mid Africa Aviation
_8H,BH Air,none,BH Air
_8I,Insel Air Aruba,none,Insel Air Aruba
_8J,Línea Aerea Eco Jet,none,Línea Aerea Eco Jet
_8L,Lucky Air,none,Lucky Air
_8M,Myanmar Airways International,none,Myanmar Airways International
_8N,Regional Air Services,none,Regional Air Services
_8P,Pacific Coastal Airlines,none,Pacific Coastal Airlines
_8Q,Onur Air,none,Onur Air
_8R,Sol Líneas Aéreas,none,Sol Líneas Aéreas
_8S,Shun Tak China,none,Shun Tak China
_8T,Air Tindi,none,Air Tindi
_8U,Afriqiyah Airways,none,Afriqiyah Airways
_8V,Astral Aviation,none,Astral Aviation
_8W,Fly All Ways Airlines,none,Fly All Ways Airlines
_8Y,Pan Pacific Airlines,none,Pan Pacific Airlines
_8Z,Congo Airways,none,Congo Airways
_9A,Aladia Airlines,none,Aladia Airlines
_9B,AccesRail,none,AccesRail
_9C,Spring Airlines,none,Spring Airlines
_9D,Genghis Khan Airlines,none,Genghis Khan Airlines
_9E,Endeavor Air,none,Endeavor Air
_9F,Eurostar,none,Eurostar
_9G,9G Rail,none,9G Rail
_9H,Chang An Airlines,none,Chang An Airlines
_9I,Air India Regional,none,Air India Regional
_9J,Dana Air,none,Dana Air
_9K,Cape Air,none,Cape Air
_9L,West Link Airways,none,West Link Airways
_9M,Central Mountain Air,none,Central Mountain Air
_9N,Tropic Air,none,Tropic Air
_9P,Air Arabia Jordan,none,Air Arabia Jordan
_9Q,Caicos Express Airways,none,Caicos Express Airways
_9R,SATENA,none,SATENA
_9S,Southern Air,none,Southern Air
_9T,MyCargo Airlines,none,MyCargo Airlines
_9U,Air Moldova,none,Air Moldova
_9V,Avior Airlines,none,Avior Airlines
_9W,Jet Airways,none,Jet Airways
_9X,Southern Airways Express,none,Southern Airways Express
_9Y,National Airways,none,National Airways
ONEWORLD,Oneworld,none,Oneworld
SKYTEAM,SkyTeam,none,SkyTeam
STAR_ALLIANCE,Star Alliance,none,Star Alliance
